pokemon_1,pokemon_2,type_eff_1_to_2,type_eff_2_to_1,stat_sum_1,stat_sum_2,score_1,score_2,winner
pikachu,flareon,1.0,1.0,320,525,320.0,525.0,flareon
blaziken,inkay,1.0,1.0,530,288,530.0,288.0,blaziken
absol,chesnaught,0.5,4.0,465,530,232.5,2120.0,chesnaught
seadra,mantyke,0.5,0.5,440,345,220.0,172.5,seadra
machoke,swablu,1.0,2.0,405,310,405.0,620.0,swablu
lickilicky,darkrai,1.0,1.0,515,600,515.0,600.0,darkrai
cloyster,gyarados,0.5,0.5,525,540,262.5,270.0,gyarados
slowbro,kabutops,1.0,0.5,490,495,490.0,247.5,slowbro
wynaut,latias,0.5,0.5,260,600,130.0,300.0,latias
abra,gulpin,2.0,1.0,310,302,620.0,302.0,abra
vanillish,litleo,0.5,2.0,395,369,197.5,738.0,litleo
tyranitar,frillish,2.0,1.0,600,335,1200.0,335.0,tyranitar
gyarados,carbink,1.0,2.0,540,500,540.0,1000.0,carbink
kabutops,turtwig,0.5,2.0,495,318,247.5,636.0,turtwig
plusle,petilil,0.5,1.0,405,280,202.5,280.0,petilil
gloom,mew,1.0,2.0,395,600,395.0,1200.0,mew
pupitar,sylveon,1.0,0.5,410,525,410.0,262.5,pupitar
nincada,sawk,0.5,0.5,266,465,133.0,232.5,sawk
arbok,heracross,1.0,0.5,438,500,438.0,250.0,arbok
onix,seedot,0.5,2.0,385,220,192.5,440.0,seedot
grotle,carbink,1.0,1.0,405,500,405.0,500.0,carbink
paras,castform,1.0,1.0,285,420,285.0,420.0,castform
dratini,roselia,1.0,0.5,300,400,300.0,200.0,dratini
victini,alomomola,0.5,2.0,600,470,300.0,940.0,alomomola
torterra,conkeldurr,1.0,1.0,525,505,525.0,505.0,torterra
remoraid,corphish,0.5,0.5,300,308,150.0,154.0,corphish
charizard,simipour,0.5,2.0,534,498,267.0,996.0,simipour
zebstrika,vanilluxe,1.0,1.0,497,535,497.0,535.0,vanilluxe
poochyena,deino,0.5,0.5,220,300,110.0,150.0,deino
electabuzz,vaporeon,2.0,1.0,490,525,980.0,525.0,electabuzz
nidoking,porygon-z,1.0,1.0,505,535,505.0,535.0,porygon-z
zapdos,purrloin,1.0,1.0,580,281,580.0,281.0,zapdos
ekans,seaking,1.0,1.0,288,450,288.0,450.0,seaking
baltoy,timburr,2.0,0.5,300,305,600.0,152.5,baltoy
rattata,goodra,1.0,1.0,253,600,253.0,600.0,goodra
omastar,mamoswine,2.0,1.0,495,530,990.0,530.0,omastar
sudowoodo,drilbur,0.5,1.0,410,328,205.0,328.0,drilbur
graveler,hippopotas,0.5,1.0,390,330,195.0,330.0,hippopotas
drowzee,wynaut,0.5,0.5,328,260,164.0,130.0,drowzee
golduck,larvesta,2.0,0.5,500,360,1000.0,180.0,golduck
jirachi,ambipom,1.0,0.25,600,482,600.0,120.5,jirachi
butterfree,hitmonlee,1.0,0.25,395,455,395.0,113.75,butterfree
xatu,tranquill,1.0,1.0,470,358,470.0,358.0,xatu
ivysaur,cofagrigus,0.5,1.0,405,483,202.5,483.0,cofagrigus
drowzee,garbodor,2.0,1.0,328,474,656.0,474.0,drowzee
mamoswine,noibat,0.0,1.0,530,245,0.0,245.0,noibat
piloswine,elgyem,1.0,1.0,450,335,450.0,335.0,piloswine
cryogonal,helioptile,1.0,1.0,485,289,485.0,289.0,cryogonal
bayleef,typhlosion,0.5,2.0,405,534,202.5,1068.0,typhlosion
togetic,vullaby,2.0,0.5,405,370,810.0,185.0,togetic
gulpin,zebstrika,1.0,1.0,302,497,302.0,497.0,zebstrika
tropius,cottonee,1.0,0.25,460,280,460.0,70.0,tropius
kakuna,granbull,1.0,0.5,205,450,205.0,225.0,granbull
ivysaur,dragonite,0.25,2.0,405,600,101.25,1200.0,dragonite
mareep,whismur,1.0,1.0,280,240,280.0,240.0,mareep
larvitar,zorua,1.0,0.5,300,330,300.0,165.0,larvitar
spheal,hippopotas,4.0,1.0,290,330,1160.0,330.0,spheal
magmar,chimecho,1.0,1.0,495,425,495.0,425.0,magmar
whiscash,gabite,1.0,1.0,468,410,468.0,410.0,whiscash
gigalith,joltik,2.0,1.0,515,319,1030.0,319.0,gigalith
scolipede,barbaracle,0.5,2.0,485,500,242.5,1000.0,barbaracle
bellossom,gallade,1.0,2.0,490,518,490.0,1036.0,gallade
numel,chimchar,1.0,0.5,305,309,305.0,154.5,numel
yanma,miltank,1.0,1.0,390,490,390.0,490.0,miltank
butterfree,lotad,4.0,0.25,395,220,1580.0,55.0,butterfree
foongus,klefki,0.0,0.5,294,470,0.0,235.0,klefki
cacturne,tympole,2.0,0.5,475,294,950.0,147.0,cacturne
scizor,shuckle,2.0,0.5,500,505,1000.0,252.5,scizor
luvdisc,rampardos,1.0,1.0,330,495,330.0,495.0,rampardos
delcatty,inkay,1.0,1.0,380,288,380.0,288.0,delcatty
donphan,shellos,1.0,2.0,500,325,500.0,650.0,shellos
ivysaur,munchlax,1.0,1.0,405,390,405.0,390.0,ivysaur
luvdisc,turtwig,0.5,2.0,330,318,165.0,636.0,turtwig
sudowoodo,garbodor,1.0,0.25,410,474,410.0,118.5,sudowoodo
bulbasaur,eelektross,1.0,0.5,318,515,318.0,257.5,bulbasaur
ninjask,castform,1.0,1.0,456,420,456.0,420.0,ninjask
typhlosion,relicanth,0.125,4.0,534,485,66.75,1940.0,relicanth
minun,vullaby,2.0,0.5,405,370,810.0,185.0,minun
delcatty,staravia,1.0,1.0,380,340,380.0,340.0,delcatty
tirtouga,klang,0.5,0.5,355,440,177.5,220.0,klang
poliwhirl,lanturn,0.5,1.0,385,460,192.5,460.0,lanturn
ponyta,slugma,0.5,0.5,410,250,205.0,125.0,ponyta
slowbro,petilil,0.5,2.0,490,280,245.0,560.0,petilil
octillery,lunatone,1.0,1.0,480,440,480.0,440.0,octillery
wooper,smeargle,1.0,1.0,210,250,210.0,250.0,smeargle
banette,gallade,2.0,0.0,455,518,910.0,0.0,banette
ho-oh,archen,0.25,4.0,680,401,170.0,1604.0,archen
baltoy,absol,0.0,2.0,300,465,0.0,930.0,absol
charmander,bronzong,1.0,0.5,309,500,309.0,250.0,charmander
grovyle,trubbish,1.0,2.0,405,329,405.0,658.0,trubbish
chinchou,wobbuffet,1.0,1.0,330,405,330.0,405.0,wobbuffet
ivysaur,carvanha,2.0,0.5,405,305,810.0,152.5,ivysaur
granbull,cinccino,1.0,1.0,450,470,450.0,470.0,cinccino
dewgong,froslass,1.0,0.5,475,480,475.0,240.0,dewgong
seedot,conkeldurr,1.0,2.0,220,505,220.0,1010.0,conkeldurr
lanturn,delphox,2.0,0.5,460,534,920.0,267.0,lanturn
tentacool,raikou,1.0,2.0,335,580,335.0,1160.0,raikou
gengar,kyogre,0.0,0.0,500,670,0.0,0.0,kyogre
ponyta,swalot,1.0,1.0,410,467,410.0,467.0,swalot
azumarill,volcanion,0.5,0.25,420,600,210.0,150.0,azumarill
omastar,buizel,0.5,0.5,495,330,247.5,165.0,omastar
quagsire,bronzor,2.0,0.5,430,300,860.0,150.0,quagsire
magikarp,vespiquen,1.0,1.0,200,474,200.0,474.0,vespiquen
raichu,purrloin,1.0,1.0,485,281,485.0,281.0,raichu
hoppip,simisage,1.0,0.25,250,498,250.0,124.5,hoppip
oddish,hitmontop,1.0,0.5,320,455,320.0,227.5,oddish
trapinch,shelmet,0.5,1.0,290,305,145.0,305.0,shelmet
breloom,latios,0.25,2.0,460,600,115.0,1200.0,latios
mantyke,kyurem,0.5,1.0,345,660,172.5,660.0,kyurem
pikachu,grumpig,1.0,1.0,320,470,320.0,470.0,grumpig
skorupi,yveltal,1.0,2.0,330,680,330.0,1360.0,yveltal
latios,regigigas,1.0,1.0,600,670,600.0,670.0,regigigas
clefairy,dusknoir,0.0,0.0,323,525,0.0,0.0,dusknoir
bronzor,doublade,0.25,1.0,300,448,75.0,448.0,doublade
cacturne,cofagrigus,2.0,0.5,475,483,950.0,241.5,cacturne
sceptile,wailord,2.0,0.5,530,500,1060.0,250.0,sceptile
gorebyss,litleo,2.0,0.5,485,369,970.0,184.5,gorebyss
poliwhirl,altaria,0.5,1.0,385,490,192.5,490.0,altaria
treecko,jirachi,0.25,1.0,310,600,77.5,600.0,jirachi
doduo,sharpedo,1.0,1.0,310,460,310.0,460.0,sharpedo
shroomish,gible,1.0,0.5,295,300,295.0,150.0,shroomish
infernape,greninja,1.0,1.0,534,530,534.0,530.0,infernape
zekrom,furfrou,1.0,1.0,680,472,680.0,472.0,zekrom
weepinbell,excadrill,0.0,1.0,390,508,0.0,508.0,excadrill
wooper,swanna,0.0,1.0,210,473,0.0,473.0,swanna
pansage,swirlix,1.0,1.0,316,341,316.0,341.0,swirlix
venomoth,aurorus,0.5,2.0,450,521,225.0,1042.0,aurorus
porygon,moltres,1.0,1.0,395,580,395.0,580.0,moltres
metang,drifloon,1.0,1.0,420,348,420.0,348.0,metang
girafarig,helioptile,1.0,1.0,455,289,455.0,289.0,girafarig
yanmega,axew,1.0,1.0,515,320,515.0,320.0,yanmega
azumarill,foongus,0.25,4.0,420,294,105.0,1176.0,foongus
kirlia,swadloon,1.0,1.0,278,380,278.0,380.0,swadloon
mantine,servine,1.0,1.0,465,413,465.0,413.0,mantine
sandslash,litleo,2.0,1.0,450,369,900.0,369.0,sandslash
paras,kabuto,4.0,1.0,285,355,1140.0,355.0,paras
slaking,lampent,0.0,0.0,670,370,0.0,0.0,lampent
haunter,genesect,0.0,0.25,405,600,0.0,150.0,genesect
hitmonchan,aerodactyl,0.5,1.0,455,515,227.5,515.0,aerodactyl
politoed,sliggoo,0.5,1.0,500,452,250.0,452.0,sliggoo
aerodactyl,torchic,2.0,0.25,515,310,1030.0,77.5,aerodactyl
chingling,ferrothorn,0.25,1.0,285,489,71.25,489.0,ferrothorn
azelf,hydreigon,0.0,2.0,580,600,0.0,1200.0,hydreigon
nidoqueen,haxorus,1.0,1.0,505,540,505.0,540.0,haxorus
pupitar,numel,2.0,1.0,410,305,820.0,305.0,pupitar
staraptor,slurpuff,1.0,1.0,485,480,485.0,480.0,staraptor
dratini,skiploom,1.0,0.5,300,340,300.0,170.0,dratini
scizor,malamar,4.0,0.5,500,482,2000.0,241.0,scizor
cubone,manectric,2.0,0.0,320,475,640.0,0.0,cubone
combee,rotom,0.25,2.0,244,440,61.0,880.0,rotom
teddiursa,shinx,1.0,1.0,330,263,330.0,263.0,teddiursa
regice,swadloon,2.0,1.0,580,380,1160.0,380.0,regice
buneary,amoonguss,1.0,1.0,350,464,350.0,464.0,amoonguss
nidoking,lunatone,1.0,1.0,505,440,505.0,440.0,nidoking
nidoqueen,spiritomb,0.5,1.0,505,485,252.5,485.0,spiritomb
furret,mudkip,1.0,1.0,415,310,415.0,310.0,furret
klink,spewpa,1.0,0.25,300,213,300.0,53.25,klink
delcatty,leavanny,1.0,1.0,380,500,380.0,500.0,leavanny
staryu,gardevoir,1.0,1.0,340,518,340.0,518.0,gardevoir
slowbro,meditite,1.0,0.25,490,280,490.0,70.0,slowbro
machamp,vanilluxe,4.0,1.0,505,535,2020.0,535.0,machamp
kabuto,grumpig,1.0,0.5,355,470,355.0,235.0,kabuto
blaziken,piplup,1.0,2.0,530,314,530.0,628.0,piplup
tranquill,heliolisk,0.5,2.0,358,481,179.0,962.0,heliolisk
gliscor,sawsbuck,1.0,1.0,510,475,510.0,475.0,gliscor
arcanine,conkeldurr,1.0,2.0,555,505,555.0,1010.0,conkeldurr
golbat,hydreigon,1.0,1.0,455,600,455.0,600.0,hydreigon
shiftry,whismur,1.0,1.0,480,240,480.0,240.0,shiftry
serperior,dragalge,0.5,2.0,528,494,264.0,988.0,dragalge
marowak,vanilluxe,1.0,2.0,425,535,425.0,1070.0,vanilluxe
squirtle,seel,0.5,0.5,314,325,157.0,162.5,seel
vulpix,venonat,2.0,0.5,299,305,598.0,152.5,vulpix
vaporeon,rhyperior,2.0,1.0,525,535,1050.0,535.0,vaporeon
sharpedo,pansage,0.5,2.0,460,316,230.0,632.0,pansage
slowbro,poochyena,0.0,2.0,490,220,0.0,440.0,poochyena
samurott,spewpa,1.0,1.0,528,213,528.0,213.0,samurott
ledian,azelf,2.0,1.0,390,580,780.0,580.0,ledian
froslass,palpitoad,1.0,1.0,480,384,480.0,384.0,froslass
jigglypuff,audino,1.0,1.0,270,445,270.0,445.0,audino
chikorita,zebstrika,1.0,0.5,318,497,318.0,248.5,chikorita
lileep,shelmet,1.0,1.0,355,305,355.0,305.0,lileep
zubat,tauros,1.0,1.0,245,490,245.0,490.0,tauros
drowzee,seaking,1.0,1.0,328,450,328.0,450.0,seaking
wailord,lunatone,1.0,1.0,500,440,500.0,440.0,wailord
rapidash,tyrogue,1.0,2.0,500,210,500.0,420.0,rapidash
tauros,tyranitar,0.25,1.0,490,600,122.5,600.0,tyranitar
clefairy,mantine,1.0,1.0,323,465,323.0,465.0,mantine
meganium,wynaut,1.0,1.0,525,260,525.0,260.0,meganium
sudowoodo,sceptile,1.0,1.0,410,530,410.0,530.0,sceptile
meganium,registeel,0.25,1.0,525,580,131.25,580.0,registeel
zubat,happiny,1.0,1.0,245,220,245.0,220.0,zubat
paras,heatmor,0.25,4.0,285,484,71.25,1936.0,heatmor
slowbro,mienfoo,2.0,0.5,490,350,980.0,175.0,slowbro
purrloin,eelektross,1.0,1.0,281,515,281.0,515.0,eelektross
mantine,silcoon,2.0,0.5,465,205,930.0,102.5,mantine
goldeen,ferrothorn,0.25,1.0,320,489,80.0,489.0,ferrothorn
vileplume,omanyte,2.0,0.5,490,355,980.0,177.5,vileplume
spheal,excadrill,2.0,1.0,290,508,580.0,508.0,spheal
sandslash,lillipup,1.0,1.0,450,275,450.0,275.0,sandslash
roserade,phantump,0.5,0.5,515,309,257.5,154.5,roserade
teddiursa,cacnea,1.0,1.0,330,335,330.0,335.0,cacnea
spinarak,litleo,0.5,2.0,250,369,125.0,738.0,litleo
feraligatr,gabite,1.0,1.0,530,410,530.0,410.0,feraligatr
sandshrew,venomoth,1.0,0.5,300,450,300.0,225.0,sandshrew
kabuto,eelektrik,1.0,1.0,355,405,355.0,405.0,eelektrik
sandslash,cherubi,0.5,2.0,450,275,225.0,550.0,cherubi
seedot,simisage,0.5,0.5,220,498,110.0,249.0,simisage
sunflora,wooper,4.0,0.25,425,210,1700.0,52.5,sunflora
steelix,budew,1.0,0.0,510,280,510.0,0.0,steelix
stoutland,pancham,1.0,4.0,500,348,500.0,1392.0,pancham
venusaur,piplup,2.0,0.5,525,314,1050.0,157.0,venusaur
noctowl,abomasnow,2.0,1.0,442,494,884.0,494.0,noctowl
gulpin,sealeo,1.0,1.0,302,410,302.0,410.0,sealeo
kirlia,pansear,0.5,1.0,278,316,139.0,316.0,pansear
wailmer,litwick,0.0,0.0,400,275,0.0,0.0,litwick
shellder,vespiquen,1.0,1.0,305,474,305.0,474.0,vespiquen
staravia,toxicroak,2.0,1.0,340,490,680.0,490.0,staravia
sandshrew,golurk,0.0,0.0,300,483,0.0,0.0,golurk
raikou,bergmite,1.0,1.0,580,304,580.0,304.0,raikou
rayquaza,talonflame,1.0,0.5,680,499,680.0,249.5,rayquaza
unown,druddigon,1.0,1.0,336,485,336.0,485.0,druddigon
seadra,hitmontop,1.0,2.0,440,455,440.0,910.0,hitmontop
nidoking,noibat,0.0,1.0,505,245,0.0,245.0,noibat
slugma,gothitelle,1.0,1.0,250,490,250.0,490.0,gothitelle
grimer,aurorus,0.25,1.0,325,521,81.25,521.0,aurorus
herdier,barbaracle,0.25,1.0,370,500,92.5,500.0,barbaracle
sunflora,swoobat,0.5,2.0,425,425,212.5,850.0,swoobat
furret,lucario,0.25,4.0,415,525,103.75,2100.0,lucario
chingling,duosion,0.5,0.5,285,370,142.5,185.0,duosion
masquerain,bibarel,1.0,1.0,414,410,414.0,410.0,masquerain
cubone,entei,2.0,1.0,320,580,640.0,580.0,cubone
groudon,rayquaza,0.0,1.0,670,680,0.0,680.0,rayquaza
audino,skrelp,1.0,1.0,445,320,445.0,320.0,audino
hoppip,durant,0.25,1.0,250,484,62.5,484.0,durant
octillery,crustle,1.0,1.0,480,475,480.0,475.0,octillery
dewgong,volcarona,1.0,1.0,475,550,475.0,550.0,volcarona
slaking,lumineon,1.0,1.0,670,460,670.0,460.0,slaking
grovyle,gothitelle,1.0,1.0,405,490,405.0,490.0,gothitelle
jynx,rayquaza,4.0,1.0,455,680,1820.0,680.0,jynx
corphish,beartic,1.0,0.5,308,485,308.0,242.5,corphish
mankey,durant,0.5,0.5,305,484,152.5,242.0,durant
persian,porygon,1.0,1.0,440,395,440.0,395.0,persian
pachirisu,floette,1.0,1.0,405,371,405.0,371.0,pachirisu
shroomish,altaria,0.25,2.0,295,490,73.75,980.0,altaria
budew,woobat,0.5,4.0,280,313,140.0,1252.0,woobat
charmeleon,luxray,1.0,1.0,405,523,405.0,523.0,luxray
golem,simipour,1.0,2.0,495,498,495.0,996.0,simipour
vigoroth,drilbur,1.0,1.0,440,328,440.0,328.0,vigoroth
taillow,foongus,2.0,0.5,270,294,540.0,147.0,taillow
budew,scrafty,1.0,0.5,280,488,280.0,244.0,budew
piplup,vanilluxe,1.0,0.5,314,535,314.0,267.5,piplup
kabuto,krookodile,1.0,2.0,355,519,355.0,1038.0,krookodile
porygon2,simisear,1.0,1.0,515,498,515.0,498.0,porygon2
beedrill,magmar,0.5,2.0,395,495,197.5,990.0,magmar
cacturne,aurorus,2.0,2.0,475,521,950.0,1042.0,aurorus
beedrill,makuhita,0.5,0.25,395,237,197.5,59.25,beedrill
woobat,swanna,1.0,1.0,313,473,313.0,473.0,swanna
weezing,bisharp,0.0,1.0,490,490,0.0,490.0,bisharp
poliwag,natu,1.0,1.0,300,320,300.0,320.0,natu
porygon,swirlix,1.0,1.0,395,341,395.0,341.0,porygon
chinchou,lunatone,2.0,1.0,330,440,660.0,440.0,chinchou
poliwag,litwick,0.0,0.0,300,275,0.0,0.0,litwick
slaking,trapinch,1.0,1.0,670,290,670.0,290.0,slaking
ledyba,mudkip,1.0,1.0,265,310,265.0,310.0,mudkip
slugma,prinplup,0.5,2.0,250,405,125.0,810.0,prinplup
panpour,vullaby,1.0,1.0,316,370,316.0,370.0,vullaby
diglett,exeggutor,0.5,2.0,265,520,132.5,1040.0,exeggutor
golurk,zweilous,0.5,2.0,483,420,241.5,840.0,zweilous
bayleef,croconaw,2.0,0.5,405,405,810.0,202.5,bayleef
granbull,kyurem,2.0,0.0,450,660,900.0,0.0,granbull
tranquill,unfezant,1.0,1.0,358,488,358.0,488.0,unfezant
tepig,terrakion,0.25,4.0,308,580,77.0,2320.0,terrakion
mesprit,conkeldurr,2.0,1.0,580,505,1160.0,505.0,mesprit
skuntank,pyroar,1.0,1.0,479,507,479.0,507.0,pyroar
cleffa,phanpy,1.0,1.0,218,330,218.0,330.0,phanpy
bellossom,gothitelle,1.0,1.0,490,490,490.0,490.0,gothitelle
tyranitar,gliscor,1.0,1.0,600,510,600.0,510.0,tyranitar
virizion,delphox,0.25,4.0,580,534,145.0,2136.0,delphox
spheal,carracosta,0.5,1.0,290,495,145.0,495.0,carracosta
misdreavus,combusken,1.0,0.0,435,405,435.0,0.0,misdreavus
emolga,carbink,0.5,2.0,428,500,214.0,1000.0,carbink
kakuna,doduo,0.5,2.0,205,310,102.5,620.0,doduo
lickitung,vanillish,1.0,1.0,385,395,385.0,395.0,vanillish
aerodactyl,corsola,0.5,4.0,515,380,257.5,1520.0,corsola
raticate,zebstrika,1.0,1.0,413,497,413.0,497.0,zebstrika
golbat,uxie,1.0,2.0,455,580,455.0,1160.0,uxie
chansey,wurmple,1.0,1.0,450,195,450.0,195.0,chansey
ekans,diggersby,0.5,2.0,288,423,144.0,846.0,diggersby
ledian,klinklang,0.25,1.0,390,520,97.5,520.0,klinklang
magneton,monferno,0.5,4.0,465,405,232.5,1620.0,monferno
pineco,cascoon,1.0,1.0,290,205,290.0,205.0,pineco
dustox,clauncher,1.0,1.0,385,330,385.0,330.0,dustox
gyarados,pupitar,2.0,0.0,540,410,1080.0,0.0,gyarados
pachirisu,golett,0.0,0.0,405,303,0.0,0.0,golett
persian,swirlix,1.0,1.0,440,341,440.0,341.0,persian
shuckle,bronzor,0.5,2.0,505,300,252.5,600.0,bronzor
clefairy,poliwhirl,1.0,1.0,323,385,323.0,385.0,poliwhirl
exeggcute,togepi,1.0,1.0,325,245,325.0,245.0,exeggcute
banette,combee,1.0,0.5,455,244,455.0,122.0,banette
hypno,drifblim,0.0,0.0,483,498,0.0,0.0,drifblim
politoed,hitmontop,1.0,2.0,500,455,500.0,910.0,hitmontop
ludicolo,beartic,1.0,1.0,480,485,480.0,485.0,beartic
dratini,karrablast,1.0,1.0,300,315,300.0,315.0,karrablast
weepinbell,hitmonlee,1.0,0.5,390,455,390.0,227.5,weepinbell
cleffa,roggenrola,0.5,1.0,218,280,109.0,280.0,roggenrola
mienshao,terrakion,1.0,1.0,510,580,510.0,580.0,terrakion
seedot,porygon-z,1.0,1.0,220,535,220.0,535.0,porygon-z
swellow,shelmet,2.0,0.5,430,305,860.0,152.5,swellow
nincada,trapinch,1.0,0.5,266,290,266.0,145.0,nincada
dusclops,tangrowth,0.0,0.0,455,535,0.0,0.0,tangrowth
marowak,dialga,1.0,1.0,425,680,425.0,680.0,dialga
omanyte,cubchoo,2.0,0.25,355,305,710.0,76.25,omanyte
dragonite,reshiram,2.0,1.0,600,680,1200.0,680.0,dragonite
probopass,galvantula,1.0,0.5,525,472,525.0,236.0,probopass
luvdisc,pansear,2.0,0.5,330,316,660.0,158.0,luvdisc
dewgong,sylveon,1.0,1.0,475,525,475.0,525.0,sylveon
absol,alomomola,1.0,1.0,465,470,465.0,470.0,alomomola
zapdos,drapion,1.0,1.0,580,500,580.0,500.0,zapdos
forretress,tropius,1.0,0.25,465,460,465.0,115.0,forretress
kakuna,mew,2.0,2.0,205,600,410.0,1200.0,mew
dragonite,pidove,1.0,1.0,600,264,600.0,264.0,dragonite
magby,gabite,0.5,2.0,365,410,182.5,820.0,gabite
muk,tympole,1.0,1.0,500,294,500.0,294.0,muk
hippopotas,solosis,1.0,1.0,330,290,330.0,290.0,hippopotas
mantine,skuntank,1.0,1.0,465,479,465.0,479.0,skuntank
tirtouga,alomomola,0.5,0.5,355,470,177.5,235.0,alomomola
darkrai,vivillon,1.0,2.0,600,411,600.0,822.0,vivillon
charmander,panpour,0.5,2.0,309,316,154.5,632.0,panpour
alakazam,seadra,1.0,1.0,500,440,500.0,440.0,alakazam
espeon,vibrava,1.0,1.0,525,340,525.0,340.0,espeon
luvdisc,skorupi,1.0,1.0,330,330,330.0,330.0,skorupi
magby,crustle,0.5,1.0,365,475,182.5,475.0,crustle
azumarill,greninja,1.0,0.25,420,530,420.0,132.5,azumarill
noctowl,nosepass,0.25,2.0,442,375,110.5,750.0,nosepass
chingling,tepig,1.0,1.0,285,308,285.0,308.0,tepig
lampent,noivern,0.5,1.0,370,535,185.0,535.0,noivern
gengar,carbink,1.0,0.5,500,500,500.0,250.0,gengar
lapras,bidoof,1.0,1.0,535,250,535.0,250.0,lapras
jigglypuff,magneton,0.25,2.0,270,465,67.5,930.0,magneton
simipour,archen,1.0,1.0,498,401,498.0,401.0,simipour
lickitung,gothorita,1.0,1.0,385,390,385.0,390.0,gothorita
pineco,garbodor,0.5,1.0,290,474,145.0,474.0,garbodor
shedinja,petilil,0.0,0.0,236,280,0.0,0.0,petilil
suicune,metang,0.5,0.5,580,420,290.0,210.0,suicune
moltres,golett,1.0,0.0,580,303,580.0,0.0,moltres
loudred,snover,1.0,1.0,360,334,360.0,334.0,loudred
jumpluff,eelektross,0.5,1.0,460,515,230.0,515.0,eelektross
empoleon,gastrodon,0.5,1.0,530,475,265.0,475.0,gastrodon
moltres,palkia,0.25,2.0,580,680,145.0,1360.0,palkia
jigglypuff,dewgong,1.0,1.0,270,475,270.0,475.0,dewgong
slakoth,sealeo,1.0,1.0,280,410,280.0,410.0,sealeo
spinarak,gallade,1.0,0.5,250,518,250.0,259.0,gallade
luvdisc,gurdurr,1.0,2.0,330,405,330.0,810.0,gurdurr
sandile,klefki,1.0,2.0,292,470,292.0,940.0,klefki
snorlax,haxorus,1.0,1.0,540,540,540.0,540.0,haxorus
grimer,sneasel,1.0,1.0,325,430,325.0,430.0,sneasel
spearow,ludicolo,2.0,0.5,262,480,524.0,240.0,spearow
ledyba,smeargle,1.0,1.0,265,250,265.0,250.0,ledyba
barboach,sawk,1.0,1.0,288,465,288.0,465.0,sawk
beautifly,fletchinder,0.25,4.0,395,382,98.75,1528.0,fletchinder
arcanine,goldeen,0.5,2.0,555,320,277.5,640.0,goldeen
totodile,dialga,0.25,0.5,314,680,78.5,340.0,dialga
ditto,jolteon,1.0,1.0,288,525,288.0,525.0,jolteon
electabuzz,cobalion,0.5,1.0,490,580,245.0,580.0,cobalion
typhlosion,tyranitar,0.25,2.0,534,600,133.5,1200.0,tyranitar
gengar,delibird,1.0,1.0,500,330,500.0,330.0,gengar
metapod,azurill,0.5,1.0,205,190,102.5,190.0,azurill
houndoom,pansage,2.0,0.5,500,316,1000.0,158.0,houndoom
magnezone,dedenne,0.5,0.25,535,431,267.5,107.75,magnezone
porygon2,woobat,1.0,1.0,515,313,515.0,313.0,porygon2
butterfree,ninjask,1.0,1.0,395,456,395.0,456.0,ninjask
swanna,pyroar,2.0,0.5,473,507,946.0,253.5,swanna
nuzleaf,golurk,4.0,0.25,340,483,1360.0,120.75,nuzleaf
bronzong,minccino,1.0,0.25,500,300,500.0,75.0,bronzong
persian,smoochum,1.0,1.0,440,305,440.0,305.0,persian
chimecho,petilil,1.0,1.0,425,280,425.0,280.0,chimecho
garbodor,sawsbuck,2.0,1.0,474,475,948.0,475.0,garbodor
ambipom,klefki,0.25,1.0,482,470,120.5,470.0,klefki
samurott,accelgor,1.0,1.0,528,495,528.0,495.0,samurott
shiftry,walrein,2.0,1.0,480,530,960.0,530.0,shiftry
drilbur,braixen,2.0,1.0,328,409,656.0,409.0,drilbur
archen,florges,1.0,0.5,401,552,401.0,276.0,archen
ambipom,throh,1.0,4.0,482,465,482.0,1860.0,throh
lunatone,dewott,1.0,1.0,440,413,440.0,413.0,lunatone
chikorita,grumpig,1.0,1.0,318,470,318.0,470.0,grumpig
bronzong,mienfoo,2.0,0.5,500,350,1000.0,175.0,bronzong
shroomish,flygon,1.0,0.5,295,520,295.0,260.0,shroomish
slowking,shelgon,0.5,1.0,490,420,245.0,420.0,shelgon
forretress,braixen,0.25,2.0,465,409,116.25,818.0,braixen
poliwag,beautifly,1.0,1.0,300,395,300.0,395.0,beautifly
muk,chespin,2.0,1.0,500,313,1000.0,313.0,muk
scyther,noctowl,0.5,2.0,500,442,250.0,884.0,noctowl
politoed,crawdaunt,0.5,0.5,500,468,250.0,234.0,politoed
uxie,klink,0.25,1.0,580,300,145.0,300.0,klink
lickitung,haxorus,1.0,1.0,385,540,385.0,540.0,haxorus
delibird,medicham,2.0,1.0,330,410,660.0,410.0,delibird
horsea,groudon,2.0,1.0,295,670,590.0,670.0,groudon
electabuzz,camerupt,0.0,2.0,490,460,0.0,920.0,camerupt
slowpoke,zekrom,0.5,2.0,315,680,157.5,1360.0,zekrom
bellsprout,slowking,2.0,1.0,300,490,600.0,490.0,bellsprout
happiny,tyrunt,0.25,1.0,220,362,55.0,362.0,tyrunt
gligar,piplup,1.0,2.0,430,314,430.0,628.0,piplup
golbat,wurmple,2.0,0.25,455,195,910.0,48.75,golbat
psyduck,rampardos,1.0,1.0,320,495,320.0,495.0,rampardos
bellossom,heatran,0.125,2.0,490,600,61.25,1200.0,heatran
wartortle,larvesta,2.0,0.5,405,360,810.0,180.0,wartortle
nincada,dragalge,1.0,0.5,266,494,266.0,247.0,nincada
